id,name,description,location,status,created_at,updated_at,organization_id,logo
1,Westside,"Trent Limited is the retail hand of Tata group. Started in 1998, Trent operates Westside, one of the many growing retail chains in India based in Mumbai, Maharashtra, and Landmark, a bookstore chain with brick and mortar stores in various locations of India.","On your left, after entering the mall",1,"2021-07-11 05:58:43.314357","2021-07-11 05:58:43.314357",1,westside.png
